series,episode,baker_name,result,signature_bake,show_stopper,technical,baker_age,baker_occupation,hometown,baker
10,2,Dan Chambers,NA,NA,NA,NA,32,Support worker,Rotherham,Dan
10,2,David Atherton,IN,NA,NA,2,36,International health adviser,Whitby,David
10,2,Helena Garcia,IN,NA,NA,12,40,Online project manager,Leeds,Helena
10,2,Henry Bird,IN,NA,NA,6,20,Student,Durham,Henry
10,2,Jamie Finn,OUT,NA,NA,11,20,Part-time waiter,Surrey,Jamie
10,2,Michael Chakraverty,IN,NA,NA,4,26,Theatre manager/fitness instructor,Stratford-upon-Avon,Michael
10,2,Michelle Evans-Fecci,IN,NA,NA,8,35,Print shop administrator,"Tenby, Wales",Michelle
10,2,Phil Thorne,IN,NA,NA,3,56,HGV driver,Rainham,Phil
10,2,Priya O'Shea,IN,NA,NA,7,34,Marketing consultant,Leicester,Priya
10,2,Rosie Brandreth-Poynter,IN,NA,NA,5,28,Veterinary surgeon,Somerset,Rosie
10,2,Steph Blackwell,IN,NA,NA,10,28,Shop assistant,Chester,Steph
10,3,Alice Fevronia,IN,NA,NA,7,28,Geography teacher,Essex,Alice
10,3,Amelia LeBruin,OUT,NA,NA,11,24,Fashion designer,Halifax,Amelia
10,3,Dan Chambers,NA,NA,NA,NA,32,Support worker,Rotherham,Dan
10,3,David Atherton,IN,NA,NA,2,36,International health adviser,Whitby,David
10,3,Helena Garcia,IN,NA,NA,8,40,Online project manager,Leeds,Helena
10,3,Henry Bird,IN,NA,NA,1,20,Student,Durham,Henry
10,3,Jamie Finn,NA,NA,NA,NA,20,Part-time waiter,Surrey,Jamie
10,3,Michael Chakraverty,STAR BAKER,NA,NA,6,26,Theatre manager/fitness instructor,Stratford-upon-Avon,Michael
10,3,Michelle Evans-Fecci,IN,NA,NA,5,35,Print shop administrator,"Tenby, Wales",Michelle
10,3,Phil Thorne,IN,NA,NA,10,56,HGV driver,Rainham,Phil
10,3,Priya O'Shea,IN,NA,NA,4,34,Marketing consultant,Leicester,Priya
10,3,Rosie Brandreth-Poynter,IN,NA,NA,9,28,Veterinary surgeon,Somerset,Rosie
10,3,Steph Blackwell,IN,NA,NA,3,28,Shop assistant,Chester,Steph
10,4,Alice Fevronia,IN,NA,NA,8,28,Geography teacher,Essex,Alice
10,4,Amelia LeBruin,NA,NA,NA,NA,24,Fashion designer,Halifax,Amelia
10,4,Dan Chambers,NA,NA,NA,NA,32,Support worker,Rotherham,Dan
10,4,David Atherton,IN,NA,NA,2,36,International health adviser,Whitby,David
10,4,Helena Garcia,IN,NA,NA,9,40,Online project manager,Leeds,Helena
10,4,Henry Bird,IN,NA,NA,3,20,Student,Durham,Henry
10,4,Jamie Finn,NA,NA,NA,NA,20,Part-time waiter,Surrey,Jamie
10,4,Michael Chakraverty,IN,NA,NA,7,26,Theatre manager/fitness instructor,Stratford-upon-Avon,Michael
10,4,Michelle Evans-Fecci,IN,NA,NA,5,35,Print shop administrator,"Tenby, Wales",Michelle
10,4,Phil Thorne,OUT,NA,NA,6,56,HGV driver,Rainham,Phil
10,4,Priya O'Shea,IN,NA,NA,10,34,Marketing consultant,Leicester,Priya
10,4,Rosie Brandreth-Poynter,IN,NA,NA,4,28,Veterinary surgeon,Somerset,Rosie
10,4,Steph Blackwell,STAR BAKER,NA,NA,1,28,Shop assistant,Chester,Steph
10,5,Alice Fevronia,IN,NA,NA,6,28,Geography teacher,Essex,Alice
10,5,Amelia LeBruin,NA,NA,NA,NA,24,Fashion designer,Halifax,Amelia
10,5,Dan Chambers,NA,NA,NA,NA,32,Support worker,Rotherham,Dan
10,5,David Atherton,IN,NA,NA,9,36,International health adviser,Whitby,David
10,5,Helena Garcia,OUT,NA,NA,1,40,Online project manager,Leeds,Helena
10,5,Henry Bird,IN,NA,NA,3,20,Student,Durham,Henry
10,5,Jamie Finn,NA,NA,NA,NA,20,Part-time waiter,Surrey,Jamie
10,5,Michael Chakraverty,IN,NA,NA,8,26,Theatre manager/fitness instructor,Stratford-upon-Avon,Michael
10,5,Michelle Evans-Fecci,OUT,NA,NA,7,35,Print shop administrator,"Tenby, Wales",Michelle
10,5,Phil Thorne,NA,NA,NA,NA,56,HGV driver,Rainham,Phil
10,5,Priya O'Shea,IN,NA,NA,2,34,Marketing consultant,Leicester,Priya
10,5,Rosie Brandreth-Poynter,IN,NA,NA,5,28,Veterinary surgeon,Somerset,Rosie
10,5,Steph Blackwell,STAR BAKER,NA,NA,4,28,Shop assistant,Chester,Steph
10,6,Alice Fevronia,IN,NA,NA,1,28,Geography teacher,Essex,Alice
10,6,Amelia LeBruin,NA,NA,NA,NA,24,Fashion designer,Halifax,Amelia
10,6,Dan Chambers,NA,NA,NA,NA,32,Support worker,Rotherham,Dan
10,6,David Atherton,IN,NA,NA,2,36,International health adviser,Whitby,David
10,6,Helena Garcia,NA,NA,NA,NA,40,Online project manager,Leeds,Helena
10,6,Henry Bird,IN,NA,NA,4,20,Student,Durham,Henry
10,6,Jamie Finn,NA,NA,NA,NA,20,Part-time waiter,Surrey,Jamie
10,6,Michael Chakraverty,IN,NA,NA,6,26,Theatre manager/fitness instructor,Stratford-upon-Avon,Michael
10,6,Michelle Evans-Fecci,NA,NA,NA,NA,35,Print shop administrator,"Tenby, Wales",Michelle
10,6,Phil Thorne,NA,NA,NA,NA,56,HGV driver,Rainham,Phil
10,6,Priya O'Shea,OUT,NA,NA,7,34,Marketing consultant,Leicester,Priya
10,6,Rosie Brandreth-Poynter,IN,NA,NA,5,28,Veterinary surgeon,Somerset,Rosie
10,6,Steph Blackwell,STAR BAKER,NA,NA,3,28,Shop assistant,Chester,Steph
10,7,Alice Fevronia,IN,NA,NA,6,28,Geography teacher,Essex,Alice
10,7,Amelia LeBruin,NA,NA,NA,NA,24,Fashion designer,Halifax,Amelia
10,7,Dan Chambers,NA,NA,NA,NA,32,Support worker,Rotherham,Dan
10,7,David Atherton,IN,NA,NA,2,36,International health adviser,Whitby,David
10,7,Helena Garcia,NA,NA,NA,NA,40,Online project manager,Leeds,Helena
10,7,Henry Bird,STAR BAKER,NA,NA,3,20,Student,Durham,Henry
10,7,Jamie Finn,NA,NA,NA,NA,20,Part-time waiter,Surrey,Jamie
10,7,Michael Chakraverty,OUT,NA,NA,5,26,Theatre manager/fitness instructor,Stratford-upon-Avon,Michael
10,7,Michelle Evans-Fecci,NA,NA,NA,NA,35,Print shop administrator,"Tenby, Wales",Michelle
10,7,Phil Thorne,NA,NA,NA,NA,56,HGV driver,Rainham,Phil
10,7,Priya O'Shea,NA,NA,NA,NA,34,Marketing consultant,Leicester,Priya
10,7,Rosie Brandreth-Poynter,IN,NA,NA,1,28,Veterinary surgeon,Somerset,Rosie
10,7,Steph Blackwell,IN,NA,NA,4,28,Shop assistant,Chester,Steph
10,8,Alice Fevronia,IN,NA,NA,3,28,Geography teacher,Essex,Alice
10,8,Amelia LeBruin,NA,NA,NA,NA,24,Fashion designer,Halifax,Amelia
10,8,Dan Chambers,NA,NA,NA,NA,32,Support worker,Rotherham,Dan
10,8,David Atherton,IN,NA,NA,1,36,International health adviser,Whitby,David
10,8,Helena Garcia,NA,NA,NA,NA,40,Online project manager,Leeds,Helena
10,8,Henry Bird,OUT,NA,NA,5,20,Student,Durham,Henry
10,8,Jamie Finn,NA,NA,NA,NA,20,Part-time waiter,Surrey,Jamie
10,8,Michael Chakraverty,NA,NA,NA,NA,26,Theatre manager/fitness instructor,Stratford-upon-Avon,Michael
10,8,Michelle Evans-Fecci,NA,NA,NA,NA,35,Print shop administrator,"Tenby, Wales",Michelle
10,8,Phil Thorne,NA,NA,NA,NA,56,HGV driver,Rainham,Phil
10,8,Priya O'Shea,NA,NA,NA,NA,34,Marketing consultant,Leicester,Priya
10,8,Rosie Brandreth-Poynter,IN,NA,NA,2,28,Veterinary surgeon,Somerset,Rosie
10,8,Steph Blackwell,STAR BAKER,NA,NA,4,28,Shop assistant,Chester,Steph
10,9,Alice Fevronia,STAR BAKER,NA,NA,4,28,Geography teacher,Essex,Alice
10,9,Amelia LeBruin,NA,NA,NA,NA,24,Fashion designer,Halifax,Amelia
10,9,Dan Chambers,NA,NA,NA,NA,32,Support worker,Rotherham,Dan
10,9,David Atherton,IN,NA,NA,2,36,International health adviser,Whitby,David
10,9,Helena Garcia,NA,NA,NA,NA,40,Online project manager,Leeds,Helena
10,9,Henry Bird,NA,NA,NA,NA,20,Student,Durham,Henry
10,9,Jamie Finn,NA,NA,NA,NA,20,Part-time waiter,Surrey,Jamie
10,9,Michael Chakraverty,NA,NA,NA,NA,26,Theatre manager/fitness instructor,Stratford-upon-Avon,Michael
10,9,Michelle Evans-Fecci,NA,NA,NA,NA,35,Print shop administrator,"Tenby, Wales",Michelle
10,9,Phil Thorne,NA,NA,NA,NA,56,HGV driver,Rainham,Phil
10,9,Priya O'Shea,NA,NA,NA,NA,34,Marketing consultant,Leicester,Priya
10,9,Rosie Brandreth-Poynter,OUT,NA,NA,1,28,Veterinary surgeon,Somerset,Rosie
10,9,Steph Blackwell,IN,NA,NA,3,28,Shop assistant,Chester,Steph
10,10,Alice Fevronia,Runner-up,NA,NA,2,28,Geography teacher,Essex,Alice
10,10,Amelia LeBruin,NA,NA,NA,NA,24,Fashion designer,Halifax,Amelia
10,10,Dan Chambers,NA,NA,NA,NA,32,Support worker,Rotherham,Dan
10,10,David Atherton,WINNER,NA,NA,1,36,International health adviser,Whitby,David
10,10,Helena Garcia,NA,NA,NA,NA,40,Online project manager,Leeds,Helena
10,10,Henry Bird,NA,NA,NA,NA,20,Student,Durham,Henry
10,10,Jamie Finn,NA,NA,NA,NA,20,Part-time waiter,Surrey,Jamie
10,10,Michael Chakraverty,NA,NA,NA,NA,26,Theatre manager/fitness instructor,Stratford-upon-Avon,Michael
10,10,Michelle Evans-Fecci,NA,NA,NA,NA,35,Print shop administrator,"Tenby, Wales",Michelle
10,10,Phil Thorne,NA,NA,NA,NA,56,HGV driver,Rainham,Phil
10,10,Priya O'Shea,NA,NA,NA,NA,34,Marketing consultant,Leicester,Priya
10,10,Rosie Brandreth-Poynter,NA,NA,NA,NA,28,Veterinary surgeon,Somerset,Rosie
10,10,Steph Blackwell,Runner-up,NA,NA,3,28,Shop assistant,Chester,Steph
